RLBWXYH,class
[51 31 16 28 61  0  0  2],non-text
[250 127  90  37  25   1   0   0],text
[181  99  58  48  19   5   3   0],text
[149  64  34  30  20   4   2   2],text
[98 80 41 25 24  4  4  1],text
[197 132  54  44  17   8   1   0],text
[185 131  89  40  23   2   1   0],text
[63 33  9  8 18  6  3  3],non-text
[183 175  56  41  15   3   4   0],text
[ 91 100  16  10  28   8   1   1],text
[130 109  65  38  14   4   1   2],text
[230 170  64  45   9   8   1   0],text
[191 139  72  33  24   2   2   0],text
[130 142  52  30  28   5   2   0],text
[172 152  61  43  30   1   0   0],text
[133  77  30  17  41   3   2   0],text
[52 21 10  7 21  7  3  2],non-text
[168 120  64  33  21   6   3   0],text
[13 53 91 59 35  2  0  0],text
[199  98  76  47  11  12   0   0],text
[149  97  51  36  11   4   7   0],text
[40 72 45 64 12  2  1  2],text
[151  91  77  26  19   3   3   1],text
[154 114  49  39  20   6   3   0],text
[168  86  60  33  18  10   2   0],text
[66 11  8 23 28  4  5  2],non-text
[170 125  64  29  23   7   1   0],text
[210  97  54  35  20  10   0   0],text
[261  89  69  44   5  13   2   0],text
[99 92 48 44 22  4  3  1],text
[112  49  34  25  21   7   1   2],non-text
[172  90  51  16  23   6   2   1],text
[121  89  49  35  15   5   4   1],text
[243 132  59  50  16   4   0   1],text
[125  34  28  25  29  11   3   0],non-text
[116 121  78  35  15   6   1   1],text
[86 60 26 78 11  2  1  1],non-text
[158 108  43  34  25   7   2   0],text
[185 168  68  23  23   3   1   1],text
[110  98  72  38  18   4   2   1],text
[228 161  56  33  17   5   3   0],text
[186 134  45  35  20   6   3   0],text
[162 102  76  43  18   4   2   0],text
[346  99  65  34  15  11   1   0],text
[277 140  88  42  20   3   0   0],text
[191 111  91  28  17   4   3   0],text
[156 136  43  36  18   5   5   0],text
[184 106  54  28  22   6   3   0],text
[193 148  46  35  20   5   4   0],text
[183 102  62  40  15   5   4   0],text
[153  97  71  39  21   5   0   1],text
[54 16  3  1 33  2  1  1],non-text
[229 186  79  18  22   8   0   0],text
[173  96  84  39  14   7   2   0],text
[15 46 43 59 30  1  0  1],text
[204 141  73  40  13  10   0   0],text
[164  85  55  34  30   4   0   1],text
[166 105  83  27  14   5   5   0],text
[214 139  76  45  11   4   4   0],text
[231 178  74  27   8  11   2   0],text
[ 34 127 123  61  17   3   0   0],text
[121  51  37  36  16  12   4   0],text
[  8  26 138  51  32   0   0   0],text
[147  90  65  18  26   9   2   0],text
[385 142  36  33  23   6   0   0],text
[150 110  42  29  16   6   6   0],text
[12 55 98 79 17  1  0  1],text
[312 146  94  30   8  10   1   0],text
[194 124 116  16  26   4   1   0],text
[152  95  47  40  17   4   5   1],text
[158 115  62  57  16   0   2   1],text
[312 103  51  41   8  16   0   0],text
[261 128  63  25  33   1   1   0],text
[117  74  61  32  27   3   2   1],text
[223 111  80  36  13   1   3   1],text
[147 127  48  23  31   6   0   1],text
[47  1 18 61 39  3  0  1],non-text
[220 195  57  34  11   7   3   0],text
[80 84 50 24 26  3  2  2],text
[56 25 10 11 16  6  4  3],non-text
[218  88  68  28  19   6   4   0],text
[119 101  66  27  31   5   1   1],text
[136 120  66  30  30   4   1   0],text
[20 16 21 26 53  0  0  1],non-text
[175 103  61  34  21   6   3   0],text
[149 179  49  20  20   8   0   1],text
[114  60  33  18  26   8   1   1],text
[169 110  69  38  19   1   5   0],text
[161 105  70  31  17   7   4   0],text
[175 108  75  21  29   3   0   2],text
[309 132  85  30  15  10   0   0],text
[74 17 11 18 18 12  5  2],non-text
[37 13 11  1 15  8  4  2],non-text
[116  81  61  32  22   8   0   1],text
[132  16  30  44  48   2   0   0],non-text
[153  91  62  26  28   5   2   0],text
[121  55  31  17  25   9   1   1],text
[184 121  54  45  25   6   0   0],text
[177 164  54  34  16   5   3   0],text
[13 31 63 54 39  1  0  0],text
[183 122  76  42  20   3   0   1],text
[160 162  55  34  13   3   6   0],text
[111  64  38  30  20   7   5   0],text
[107  78  24  46  15   4   0   3],text
[138 100  73  17  28   3   3   1],text
[176 118  64  28  27   4   2   0],text
[126  99  56  46  19   1   3   1],text
[145  71  40  26  20   8   1   2],text
[217 259  17  38  19   1   0   2],non-text
[181 131  51  33  19   5   5   0],text
[145  79  59  25  23   5   2   1],text
[128  23  23  30  25  13   5   0],non-text
[153  72  51  35  24   6   1   1],text
[238 146  68  38   8   8   3   0],text
[160  99  53  23  19   4   5   0],text
[195 139  62  22  28   7   0   0],text
[217 172  54  32  13   2   5   0],text
[86 54 22 21 19  8  3  2],text
[130  77  44  20  33   9   2   0],text
[123 106  32  18  25   7   1   1],text
[100  71  38  16  17  14   2   1],text
[ 52 189 113  33  17   2   2   0],text
[137 112  49  19  30   9   1   0],text
[43 13 11  3 19  1  3  2],non-text
[125 132  44  29  24   4   5   0],text
[ 24 142  94  66  13   0   1   1],text
[92 66 23 16 26  5  4  1],text
[ 13 184 142  41  12   1   2   0],text
[175  76  53  35  20   6   0   2],text
[198 160  65  29  14   5   4   0],text
[202  97  59  33  16  13   0   0],text
[ 9 72 98 75 10  0  0  1],text
[53  5  7 12 26  3  4  3],non-text
[114 139  97  48  17   3   1   0],text
[151  96  43  36  19   7   0   1],text
[119  97  40  33  26   8   2   0],text
[197 139  58  40  18   0   5   0],text
[148 105  54  31  17   7   1   2],text
[26 10  2  2 11  6  2  4],non-text
[65 14  0 51 47  0  2  0],non-text
[198 152  55  48  10   4   4   0],text
[79 14  9 20 34  3  4  2],non-text
[392 133  23  29  27   7   0   0],text
[178  70  61  30  20  10   2   0],text
[ 1  0 14 77 30  2  0  1],non-text
[ 94  79 102  54  29   0   0   0],non-text
[154  49  26  32  47   2   0   0],non-text
[10 35 48 38 41  1  0  2],text
[131 102  38  21  26   6   1   1],text
[226  82  89  25  24   9   0   0],text
[104 103  56  34  19   8   0   1],text
[187 124  66  36   8   9   5   0],text
[188  80  73  42  22   9   0   0],text
[153 126  45  29  22   8   1   1],text
[79 29  7 16 23 16  5  0],non-text
[218 132  71  34  18   5   3   0],text
[143 120  73  47  16   5   0   1],text
[222 112  79  32  32   2   0   0],text
[78 42 36 20 27  2  4  2],non-text
[173  83  69  31  18   8   2   1],text
[130  88  52  26  23   5   2   1],text
[ 0 11 47 53 40  0  1  1],text
[142  65  37  29  17  10   2   1],text
[121 108  56  19  17   5   4   1],text
[163 132  55  44  20   6   1   0],text
[48 15  3  7 13 11  6  2],non-text
[175 110 111  32  11   2   0   2],text
[ 17 156 123  58  17   1   1   0],text
[240  83  69  39  10  13   1   0],text
[73 49 33  6 31  4  2  1],text
[100  73  37  15  22   5   4   1],text
[14 37 50 35 45  0  0  2],text
[20 15 29  8 53  3  1  0],non-text
[152  70  42  24  24   7   3   1],text
[173 144  50  43  15   5   3   0],text
[151  78  48  26  23   8   3   0],text
[195 132  33  46  23   4   2   0],text
[155 133  49  36  17   5   6   0],text
[140  89  71  38  35   6   0   0],text
[ 16 117  92  68  17   1   2   0],text
[203  67  65  42  14  14   0   0],text
[144  70  41  31  23   8   4   0],text
[131  99  59  26  21   7   0   2],text
[324 109  65  24  10  17   0   0],text
[ 3 11 84 63 34  1  1  0],text
[172 126  42   4  28   2   1   2],text
[135 104  47  27  23   6   3   0],text
[115  65  34  34  14   8   1   2],non-text
[ 17  48 136  62  19   0   0   1],text
[94 99 69 24 23  4  3  1],text
[219 137  77  36  16   2   4   0],non-text
[191 110  53  30  22   7   2   0],text
[133  73  41  21  22  10   3   0],text
[295 126  87  32  13  10   0   0],text
[188 155  65  27  18   8   2   0],text
[137  83  46  20  19   9   5   0],text
[345 157  81  32  11   8   1   0],text
[170 116  42  46  21   4   4   0],text
[22  7 28  6 32  1  1  2],non-text
[180 102  39  39   8  10   5   0],text
[158 106  54  47  16   6   2   0],text
[221 132  87  36  23   4   1   0],text
[39  7 10  3 22  5  3  2],non-text
[214 221  75  31   7   6   3   0],text
[66 11  3 11 19 17  5  1],non-text
[122  61  33  26  25   5   3   2],text
[ 34 144 111  42  30   0   0   0],text
[196 127  53  46  13   3   5   0],text
[ 21 182 125  36  17   1   0   1],text
[  7  71 100  58  16   0   0   2],text
[203  95  50  47  21   3   0   2],text
[271 190  81  26  21   4   0   0],text
[127 134  63  18  31   8   1   0],text
[115  72  58  43  21   2   3   1],text
[154 119  46  33  25   8   2   0],text
[220 157  68  40  19   6   0   0],text
[123 168  89  35  27   3   0   0],text
[2 7 0 2 9 0 0 2],non-text
[124  97  53  17  28   4   3   1],text
[240 240  42  24  25   4   0   0],text
[89 75 41 25 27  5  2  1],text
[224 113  68  35  19   4   2   0],text
[224 191  65  28  20   7   0   0],text
[219 116  73  43  18   5   1   0],text
[78 44 29 14 14  6  7  1],text
[234 130  74  30   9   7   5   0],text
[168  93  37  42  15   4   6   0],text
[236 136  60  38  12   6   3   0],text
[122  54  35  15  25   4   2   2],text
[149  91  37  35  25   8   2   0],text
[19 80 89 67 25  0  0  1],text
[222 175  50  42  10   4   4   0],text
[202  99  55  46  16  10   2   0],text
[291 121  72  42  12  11   0   0],text
[342 108  66  35  16  12   0   0],text
[28 12  4  5 14  4  3  3],non-text
[ 38 113 128  54  16   1   1   0],text
[196 202  49  34  26   3   0   0],text
[168 106  55  32  16   8   1   1],text
[164 169  64  35  24   0   3   0],text
[245 113  42  37  16   8   4   0],text
[102  94  38  28  23   5   1   2],text
[137 108  60  36  21   5   1   1],text
[176 149  46  39  31   2   2   0],text
[164 156  68  40  16   6   3   0],text
[191 101  59  32  23   2   2   1],text
[101  86  39  12  26   9   4   0],text
[146  73  48  27  22   3   3   1],text
[242 162  56  53  17   4   1   0],text
[153  88  51  36  25   8   1   1],text
[151 106  62  54  11   1   6   0],text
[117  91  70  32  32   4   0   1],text
[139 106  38  22  31   4   2   1],text
[359 113  65  43  16   7   0   0],text
[285 131  83  39  13  10   0   0],text
[149 102  65  35  20   2   3   1],text
[93 36 12  4 34  1  4  1],non-text
[159 110  52  35  22   5   4   0],text
[248  75  68  36  13  14   1   0],text
[ 17  97 104  55  24   1   1   0],text
[151  92  61  20  33   7   1   0],text
[127 103  40  37  15   6   5   0],text
[68 36 11  9 30  7  6  0],non-text
[135 106  72  33  18   2   1   2],text
[44 48  6 29 81  0  0  0],non-text
[192 125  53  41  10   7   5   0],text
[115  36  83  54  29   3   0   0],non-text
[154 110  67  40  22   2   4   0],text
[44 63 97 16 46  0  1  0],text
[127  97  51  36  26   5   0   1],text
[53  7  6 14 22  3  2  4],non-text
[203  67  70  41  15   9   2   0],text
[153  79  67  21  28   3   3   1],text
[171  87  60  33  23   2   5   0],text
[188 141  44  37  19   3   5   0],text
[282 143  76  42   8  10   0   0],text
[189  83  53  44  28   6   0   0],non-text
[67 38 21 16 21  3  5  2],text
[118  77  37  29  21   6   1   2],text
[ 11  46 110  43  25   0   0   2],text
[149  90  48  39  18   4   4   1],text
[209 206  69  39   9   3   4   0],text
[39  8 14  1 21  1  2  3],non-text
[121 112  64  37  18   5   1   1],text
[270 142  72  32   9   7   5   0],text
[170 112  46  37  15   9   4   0],text
[87 15 14 20 26  7  5  1],non-text
[196 141  40  29  25   9   1   0],text
[ 6 36 82 42 46  1  0  0],text
[ 6 40 62 33 56  0  0  0],text
[113  85  34  10  33   4   0   2],text
[194  83  45  41  18   6   4   0],text
[45  2 10  7 12  5  8  4],non-text
[205 141  65  40  17   6   2   0],text
[176 114  62  42  23   3   0   1],text
[310 134  42  23  29   6   0   0],text
[57 72 57 24 18  5  1  3],text
[91 44 40 22 26  7  3  2],non-text
[93 94 43 17 29  2  4  1],text
[161 103  45  34  14   8   4   0],text
[69 35 27 35 25  1  3  2],non-text
[236 116  69  33  16   3   4   0],text
[147 110  75  40  17   3   2   1],text
[126  58  28  12  27   9   2   1],text
[169  69  47  30  21   8   2   1],text
[255 170  86  30  12   2   4   0],text
[187 125  70  30  14   5   4   0],text
[88 53 60 38 12  6  4  2],non-text
[97 23 18 23 30  3  6  1],non-text
[ 16  81 126  44  18   0   0   2],text
[76 25 19 16 29  2  6  2],text
[126 102  49  33  23   8   2   0],text
[116 125  77  34  20   6   2   0],text
[168 207  69  19  32   2   0   0],text
[315 137  76  25  13  13   0   0],text
[255 207  76  30  11   8   1   0],text
[244 207  73  27  17   2   0   1],text
[211  91  64  34  18  13   0   0],text
[136  51  28  17  26  13   4   0],non-text
[135  63  38  10  27   9   2   1],text
[42 24 13  9 14  7  4  4],text
[215 129  61  51  17   7   1   0],text
[224  78  64  42  12  15   0   0],text
[160  87  61  32  20   5   1   1],text
[275  84  55  33  18  14   0   0],text
[366 142  73  26   3  15   0   0],text
[187 157  41  34  19   9   2   0],text
[197 112  68  33  16   6   4   0],text
[173 102  69  37  18   1   0   3],text
[142 149  87  33  23   1   2   0],text
[130  71  37  42  19   6   6   0],text
[109  61  35  10  31   3   5   1],text
[107  66  48  29  25   6   2   2],text
[165 123  63  44  21   6   1   0],text
[269 159  86  39  16   3   1   0],non-text
[155 115  73  45  16   5   2   0],text
[152 138  40  38  31   5   1   0],text
[232  86  52  37  14  10   4   0],text
[172  88  72  44  39   0   0   0],non-text
[189 130  69  48  16   8   0   0],text
[66 24 28  9 13  8  3  4],text
[210 181  88  28  12   4   4   0],text
[69 14 14 15 48  2  0  1],non-text
[250 119  81  38  16   8   1   0],text
[188 151  62  41  16   7   2   0],text
[17 90 84 70 21  1  2  0],text
[239 174  60  45  11   4   3   0],text
[74 35 18 16 21  7  3  3],non-text
[106  88  50  27  17   7   2   2],text
[135  92  65  18  26  10   1   0],text
[ 3 43 19  8 58  1  1  0],text
[342 115  62  27   9  16   0   0],text
[121  85  29  46  27   4   3   0],text
[154  84  46  44  23   5   3   0],text
[118  77  50  35  25   2   6   0],text
[253 133  57  25  36   2   0   0],text
[286 119  80  45   9  10   0   0],text
[147  71  44  30  25   7   2   1],text
[155 113  57  32  28   3   3   0],text
[149 110  51  39  19   7   1   1],text
[ 16 108  84  74  19   0   1   1],text
[156  64  39  32  27   6   1   2],text
[164  60  41  29  29   7   3   0],text
[186 148  57  35  32   2   0   0],text
[80 38 16 30 27  4  5  1],text
[180 115  65  31  22   6   2   0],text
[178 156  44  32  18   8   3   0],text
[148  78  46  33  22   9   0   1],text
[121 145  53  31  27   5   0   1],text
[170 100  58  19  27   6   2   1],text
[252 152  94  34   7   1   5   0],text
[247 182 118  42  13   1   0   0],non-text
[204 130  62  42  12   9   2   0],text
[83 68 25 18 26 11  0  2],text
[225 119  76  31  19   4   3   0],text
[193 121  87  35  13   5   3   0],text
[188 130  66  43  24   3   1   0],text
[146  87  57  29  29   3   2   1],text
[165 141  75  35  14   6   1   1],text
[179  95  53  55  21   7   1   0],text
[162  83  46  28  22   8   1   1],text
[207 119  54  39  18   3   5   0],text
[ 29 113  58  55  12   1   1   2],text
[ 35  96 134  64  19   1   0   0],text
[142  32  21  16  15  17   5   1],non-text
[187 119  74  29  23   5   2   0],text
[276 155  64  26  18  11   1   0],text
[96 56 13  6 28  2  2  2],text
[123  89  39  34  24   5   2   1],text
[134  61  43  32  17   5   4   1],text
[17 73 65 64 20  0  0  2],text
[158 137  58  41  22   4   2   0],text
[131  84  29  35  15  10   5   0],text
[116 119  60  30  21   1   1   1],text
[287 133  64  33  21   7   0   0],text
[173 105  62  35  23   7   2   0],text
[150 132  42  26  22   2   4   1],text
[254  91  72  39  14  11   0   0],text
[207 107  82  43  13   4   3   0],text
[61 46 35 24 14  3  6  2],text
[209 145  56  29  19   6   3   0],text
[201 137  46  43  17   8   1   0],text
[139 118  79  33  20   4   4   0],text
[123  71  36  16  27  10   1   1],text
[174  84  68  21  17   5   3   1],text
[100  67  41  12  21   6   5   1],text
[150 118  50  41  22   4   4   0],text
[220 156  97  34  12   3   3   0],text
[91 67 29 27 27  8  4  0],text
[ 14 116 114  51  18   1   0   1],text
[143  94  48  31  30   5   1   1],text
[125  93  74  43  21   3   1   1],non-text
[289 167  81  36  21   2   0   0],text
[97 51 47 24 29  5  4  0],text
[210 194  73  30  17   8   1   0],text
[171 129  52  36  19   7   3   0],text
[185 128  63  38  21   5   3   0],text
[14  4  1  0  8  0  2  4],non-text
[ 41 238  46  20  33   3   1   0],text
[86 26  5 13 22  8  3  4],non-text
[78 32 17 27 19  8  4  2],non-text
[210 121  70  30  24   8   0   0],text
[131  94  45  12  30   4   5   0],text
[213 125  51  41  15   2   4   0],text
[200 123  57  46  20   3   1   1],text
[117  40  35  16  38   7   2   0],non-text
[205 149  49  37  12   7   2   0],text
[131 116  63  36  23   6   1   1],text
[163 131  47  31  22   8   0   1],text
